Date,Temp_C
2018-05-03 01:10:00,13.363
2018-05-03 01:20:00,13.3145
2018-05-03 01:30:00,13.3625
2018-05-03 01:40:00,13.3625
2018-05-03 01:50:00,13.3625
2018-05-03 02:00:00,13.3625
2018-05-03 02:10:00,13.3625
2018-05-03 02:20:00,13.3625
2018-05-03 02:30:00,13.4585
2018-05-03 02:40:00,13.4105
2018-05-03 02:50:00,13.4105
2018-05-03 03:00:00,13.4105
2018-05-03 03:10:00,13.4105
2018-05-03 03:20:00,13.4105
2018-05-03 03:30:00,13.4585
2018-05-03 03:40:00,13.4585
2018-05-03 03:50:00,13.41
2018-05-03 04:00:00,13.41
2018-05-03 04:10:00,13.3615
2018-05-03 04:20:00,13.4095
2018-05-03 04:30:00,13.3615
2018-05-03 04:40:00,13.3615
2018-05-03 04:50:00,13.265
2018-05-03 05:00:00,13.265
2018-05-03 05:10:00,13.265
2018-05-03 05:20:00,13.217
2018-05-03 05:30:00,13.217
2018-05-03 05:40:00,13.217
2018-05-03 05:50:00,13.217
2018-05-03 06:00:00,13.217
2018-05-03 06:10:00,13.265
2018-05-03 06:20:00,13.265
2018-05-03 06:30:00,13.265
2018-05-03 06:40:00,13.265
2018-05-03 06:50:00,13.265
2018-05-03 07:00:00,13.265
2018-05-03 07:10:00,13.3135
2018-05-03 07:20:00,13.3135
2018-05-03 07:30:00,13.3135
2018-05-03 07:40:00,13.3135
2018-05-03 07:50:00,13.3135
2018-05-03 08:00:00,13.3135
2018-05-03 08:10:00,13.3135
2018-05-03 08:20:00,13.3615
2018-05-03 08:30:00,13.41
2018-05-03 08:40:00,13.41
2018-05-03 08:50:00,13.41
2018-05-03 09:00:00,13.41
2018-05-03 09:10:00,13.41
2018-05-03 09:20:00,13.41
2018-05-03 09:30:00,13.41
2018-05-03 09:40:00,13.4585
2018-05-03 09:50:00,13.5065
2018-05-03 10:00:00,13.5065
2018-05-03 10:10:00,13.5065
2018-05-03 10:20:00,13.5065
2018-05-03 10:30:00,13.555
2018-05-03 10:40:00,13.6025
2018-05-03 10:50:00,13.6025
2018-05-03 11:00:00,13.6025
2018-05-03 11:10:00,13.6985
2018-05-03 11:20:00,13.7465
2018-05-03 11:30:00,13.7465
2018-05-03 11:40:00,13.794
2018-05-03 11:50:00,13.794
2018-05-03 12:00:00,13.842
2018-05-03 12:10:00,13.795
2018-05-03 12:20:00,13.795
2018-05-03 12:30:00,13.8425
2018-05-03 12:40:00,13.795
2018-05-03 12:50:00,13.8905
2018-05-03 13:00:00,13.9385
2018-05-03 13:10:00,13.9385
2018-05-03 13:20:00,13.986
2018-05-03 13:30:00,13.938
2018-05-03 13:40:00,13.8895
2018-05-03 13:50:00,13.8415
2018-05-03 14:00:00,13.6955
2018-05-03 14:10:00,13.646
2018-05-03 14:20:00,13.503
2018-05-03 14:30:00,13.503
2018-05-03 14:40:00,13.455
2018-05-03 14:50:00,13.455
2018-05-03 15:00:00,13.455
2018-05-03 15:10:00,13.455
2018-05-03 15:20:00,13.5035
2018-05-03 15:30:00,13.456
2018-05-03 15:40:00,13.5035
2018-05-03 15:50:00,13.5045
2018-05-03 16:00:00,13.4565
2018-05-03 16:10:00,13.4565
2018-05-03 16:20:00,13.553
2018-05-03 16:30:00,13.649
2018-05-03 16:40:00,13.649
2018-05-03 16:50:00,13.649
2018-05-03 17:00:00,13.649
2018-05-03 17:10:00,13.65
2018-05-03 17:20:00,13.65
2018-05-03 17:30:00,13.65
2018-05-03 17:40:00,13.65
2018-05-03 17:50:00,13.65
2018-05-03 18:00:00,13.6505
2018-05-03 18:10:00,13.6025
2018-05-03 18:20:00,13.6025
2018-05-03 18:30:00,13.6025
2018-05-03 18:40:00,13.6025
2018-05-03 18:50:00,13.6025
2018-05-03 19:00:00,13.555
2018-05-03 19:10:00,13.555
2018-05-03 19:20:00,13.507
2018-05-03 19:30:00,13.507
2018-05-03 19:40:00,13.507
2018-05-03 19:50:00,13.459
2018-05-03 20:00:00,13.459
2018-05-03 20:10:00,13.459
2018-05-03 20:20:00,13.459
2018-05-03 20:30:00,13.4105
2018-05-03 20:40:00,13.3625
